#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
NZXF01000043.1_11    -          TIGR00006            TIGR00006    3.9e-80  266.7   0.0   2.5e-79  264.0   0.0   1.8   1   1   0   1   1   1   1 # 7063 # 7989 # 1 # ID=65_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.609
NZXF01000033.1_74    -          TIGR00019            TIGR00019   1.3e-142  472.1   1.0  1.5e-142  471.9   1.0   1.0   1   0   0   1   1   1   1 # 58320 # 59414 # 1 # ID=54_74;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.604
NZXF01000008.1_41    -          TIGR00019            TIGR00019     1e-139  462.5   0.7  1.2e-139  462.4   0.7   1.0   1   0   0   1   1   1   1 # 50925 # 52019 # -1 # ID=6_41;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.609
NZXF01000028.1_44    -          TIGR00020            TIGR00020   1.1e-129  429.6   1.7  1.3e-129  429.4   1.7   1.0   1   0   0   1   1   1   1 # 48160 # 49230 # -1 # ID=48_44;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.585
NZXF01000017.1_16    -          TIGR00029            TIGR00029    4.1e-27   91.7   8.9   4.8e-27   91.5   8.9   1.1   1   0   0   1   1   1   1 # 16673 # 16975 # 1 # ID=37_16;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.564
NZXF01000028.1_42    -          TIGR00043            TIGR00043    8.6e-30  100.3   0.0   1.1e-29   99.9   0.0   1.1   1   0   0   1   1   1   1 # 47399 # 47992 # -1 # ID=48_42;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.601
NZXF01000022.1_6     -          TIGR00054            TIGR00054    4.4e-84  279.9   0.0   2.2e-48  162.3   0.0   2.0   1   1   1   2   2   2   2 # 4829 # 5920 # -1 # ID=42_6;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.631
NZXF01000033.1_69    -          TIGR00059            TIGR00059    4.5e-41  136.8   1.6   5.1e-41  136.6   1.6   1.0   1   0   0   1   1   1   1 # 55622 # 55972 # 1 # ID=54_69;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.613
NZXF01000017.1_115   -          TIGR00061            TIGR00061    6.8e-32  107.0   0.3   7.8e-32  106.8   0.3   1.0   1   0   0   1   1   1   1 # 108737 # 109087 # -1 # ID=37_115;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.590
NZXF01000024.1_7     -          TIGR00064            TIGR00064    2.7e-98  325.8   0.0   3.7e-98  325.3   0.0   1.1   1   0   0   1   1   1   1 # 6215 # 7909 # -1 # ID=44_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.604
NZXF01000030.1_20    -          TIGR00065            TIGR00065   1.9e-131  435.7   4.2  2.4e-131  435.4   4.2   1.0   1   0   0   1   1   1   1 # 19004 # 20128 # 1 # ID=51_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.613
