#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
NC_014501_1643       -          TIGR00006            TIGR00006   6.1e-102  339.8   0.0  2.7e-101  337.7   0.0   1.7   1   1   0   1   1   1   1 # 1810243 # 1811142 # 1 # ID=1_1643;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.407
NC_014501_5009       -          TIGR00019            TIGR00019   2.9e-160  531.7   5.4  3.3e-160  531.5   5.4   1.0   1   0   0   1   1   1   1 # 5478578 # 5479690 # -1 # ID=1_5009;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.456
NC_014501_5539       -          TIGR00020            TIGR00020   1.1e-125  417.9   1.4  1.3e-125  417.7   1.4   1.0   1   0   0   1   1   1   1 # 6040850 # 6041812 # -1 # ID=1_5539;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.453
NC_014501_5302       -          TIGR00029            TIGR00029    4.4e-26   89.8  14.6   5.1e-26   89.6  14.6   1.0   1   0   0   1   1   1   1 # 5788253 # 5788546 # -1 # ID=1_5302;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.463
NC_014501_5537       -          TIGR00043            TIGR00043    1.5e-34  117.0   0.1   1.9e-34  116.7   0.1   1.1   1   0   0   1   1   1   1 # 6039956 # 6040501 # -1 # ID=1_5537;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.419
NC_014501_355        -          TIGR00054            TIGR00054   3.9e-106  354.0   2.4   6.2e-57  191.9   1.3   2.0   1   1   1   2   2   2   2 # 389505 # 390599 # 1 # ID=1_355;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.441
NC_014501_5014       -          TIGR00059            TIGR00059    5.8e-43  144.4   2.5   6.6e-43  144.2   2.5   1.0   1   0   0   1   1   1   1 # 5482168 # 5482518 # -1 # ID=1_5014;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.470
NC_014501_1294       -          TIGR00061            TIGR00061    1.6e-36  123.3   0.2     2e-36  123.1   0.2   1.1   1   0   0   1   1   1   1 # 1417287 # 1417691 # -1 # ID=1_1294;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.442
NC_014501_164        -          TIGR00064            TIGR00064   1.1e-105  351.5   0.3  1.6e-105  351.0   0.3   1.3   1   0   0   1   1   1   1 # 186941 # 188386 # -1 # ID=1_164;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.446
NC_014501_2303       -          TIGR00065            TIGR00065   8.6e-138  458.0  10.4  1.1e-137  457.7  10.4   1.0   1   0   0   1   1   1   1 # 2581819 # 2583075 # -1 # ID=1_2303;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.489
NC_014501_722        -          TIGR00082            TIGR00082    2.5e-39  133.0   0.1   2.9e-39  132.8   0.1   1.0   1   0   0   1   1   1   1 # 797480 # 797881 # 1 # ID=1_722;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.475
NC_014501_5374       -          TIGR00083            TIGR00083    1.1e-94  315.7   0.0   1.3e-94  315.5   0.0   1.1   1   0   0   1   1   1   1 # 5868687 # 5869664 # 1 # ID=1_5374;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.439
NC_014533_427        -          TIGR00083            TIGR00083    4.2e-59  198.9   3.4     9e-55  184.7   3.4   3.0   1   1   0   1   1   1   1 # 638908 # 639978 # 1 # ID=5_427;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.350
NC_014501_3624       -          TIGR00084            TIGR00084    7.3e-54  180.8   0.7   8.3e-54  180.6   0.7   1.0   1   0   0   1   1   1   1 # 4044733 # 4045362 # -1 # ID=1_3624;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.414
NC_014501_5546       -          TIGR00086            TIGR00086    4.1e-60  200.6   0.6   4.7e-60  200.4   0.6   1.0   1   0   0   1   1   1   1 # 6049654 # 6050121 # 1 # ID=1_5546;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.412
NC_014501_2805       -          TIGR00088            TIGR00088    6.2e-97  322.0   0.0   6.9e-97  321.9   0.0   1.0   1   0   0   1   1   1   1 # 3125398 # 3126102 # -1 # ID=1_2805;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.452
NC_014501_55         -          TIGR00090            TIGR00090    7.4e-33  111.3   0.0   9.1e-33  111.0   0.0   1.1   1   0   0   1   1   1   1 # 62313 # 62747 # 1 # ID=1_55;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.434
NC_014501_5100       -          TIGR00092            TIGR00092   1.4e-166  552.8   1.2  1.5e-166  552.6   1.2   1.0   1   0   0   1   1   1   1 # 5559698 # 5560789 # -1 # ID=1_5100;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.427
NC_014501_1157       -          TIGR00095            TIGR00095    1.6e-56  189.6   0.0   1.8e-56  189.5   0.0   1.0   1   0   0   1   1   1   1 # 1276085 # 1276624 # -1 # ID=1_1157;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.406
NC_014501_1762       -          TIGR00115            TIGR00115   5.8e-114  379.7  19.6  7.1e-114  379.4  19.6   1.1   1   0   0   1   1   1   1 # 1938440 # 1939870 # -1 # ID=1_1762;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.429
NC_014501_1218       -          TIGR00116            TIGR00116    3.7e-70  235.0   7.8   6.8e-39  132.4   0.4   2.2   1   1   1   2   2   2   2 # 1340869 # 1341729 # 1 # ID=1_1218;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.462
NC_014501_2802       -          TIGR00138            TIGR00138    4.9e-46  155.3   0.0   5.7e-46  155.1   0.0   1.1   1   0   0   1   1   1   1 # 3122941 # 3123672 # -1 # ID=1_2802;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.372
NC_014501_2966       -          TIGR00158            TIGR00158    3.4e-46  156.0   1.1   3.8e-46  155.8   1.1   1.0   1   0   0   1   1   1   1 # 3295057 # 3295515 # 1 # ID=1_2966;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.442
NC_014501_1459       -          TIGR00166            TIGR00166    1.7e-28   97.3   1.1   2.3e-28   96.9   1.1   1.1   1   0   0   1   1   1   1 # 1606552 # 1606983 # 1 # ID=1_1459;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.405
NC_014501_3466       -          TIGR00168            TIGR00168    7.5e-73  242.2   6.2   8.4e-73  242.0   6.2   1.0   1   0   0   1   1   1   1 # 3862415 # 3862948 # 1 # ID=1_3466;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.410
NC_014501_767        -          TIGR00186            TIGR00186    2.3e-77  258.3   0.0   2.7e-77  258.1   0.0   1.0   1   0   0   1   1   1   1 # 833751 # 834692 # 1 # ID=1_767;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.487
NC_014501_5383       -          TIGR00194            TIGR00194   2.6e-204  678.7   0.1  4.2e-204  678.0   0.1   1.3   1   1   1   2   2   1   1 # 5879556 # 5881451 # -1 # ID=1_5383;partial=00;start_type=ATG;rbs_motif=AGGAG(G)/GGAGG;rbs_spacer=13-15bp;gc_cont=0.425
NC_014501_2224       -          TIGR00250            TIGR00250    1.9e-47  159.2   0.2   2.1e-47  159.0   0.2   1.0   1   0   0   1   1   1   1 # 2494729 # 2495157 # -1 # ID=1_2224;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.403
NC_014501_5109       -          TIGR00337            TIGR00337   1.8e-258  857.0   0.0  2.1e-258  856.7   0.0   1.0   1   0   0   1   1   1   1 # 5568099 # 5569907 # -1 # ID=1_5109;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.428
NC_014501_2792       -          TIGR00344            TIGR00344          0 1091.1   0.1         0 1090.9   0.1   1.0   1   0   0   1   1   1   1 # 3111376 # 3114021 # 1 # ID=1_2792;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.446
NC_014501_1          -          TIGR00362            TIGR00362   3.4e-161  535.7   0.0  3.9e-161  535.6   0.0   1.0   1   0   0   1   1   1   1 # 58 # 1422 # 1 # ID=1_1;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.396
NC_014501_1760       -          TIGR00382            TIGR00382     2e-212  704.2   0.6  2.3e-212  704.0   0.6   1.0   1   0   0   1   1   1   1 # 1936068 # 1937408 # -1 # ID=1_1760;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.449
NC_014501_3206       -          TIGR00392            TIGR00392          0 1029.4   0.0         0 1029.1   0.0   1.0   1   0   0   1   1   1   1 # 3581478 # 3584396 # -1 # ID=1_3206;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.445
NC_014501_5257       -          TIGR00396            TIGR00396          0 1258.1   0.2         0 1257.9   0.2   1.0   1   0   0   1   1   1   1 # 5729771 # 5732335 # -1 # ID=1_5257;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.446
NC_014501_1336       -          TIGR00398            TIGR00398   7.8e-176  584.5   0.1    5e-174  578.5   0.1   2.0   1   1   0   1   1   1   1 # 1461089 # 1462690 # 1 # ID=1_1336;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.390
